ID;age;sex;breed;date_found;adoptable_from;posted;color;coat;size;neutered;housebroken;likes_people;likes_children;get_along_males;get_along_females;get_along_cats;keep_in
1588;7.0;female;Chinese Shar-Pei, Labrador Retriever Mix;2013-07-01;2013-07-01;2013-07-29;yellow-brown;short;medium;yes;yes;yes;yes;yes;yes;;both flat and garden
1589;7.33;female;Terrier Mix;2013-07-10;2013-07-10;2013-07-26;black;short;medium;;;;;;;;
1590;7.33;female;Unknown Mix;2013-07-10;2013-07-10;2013-07-26;gray;short;medium;;;;;;;;
1591;7.42;male;Pekingese, Spitz Mix;2013-07-31;2013-08-15;2013-08-06;black and white;medium;small;no;;yes;;;;;flat
1592;11.83;female;German Shepherd Dog Mix;2013-07-26;2013-08-11;2013-07-30;black and brown;short;small;no;;yes;yes;;;;garden
1593;6.92;female;Dogo Argentino;2013-06-20;2013-06-20;2013-07-25;white;short;medium;yes;;yes;yes;yes;yes;;both flat and garden
1594;7.25;female;Unknown Mix;2013-07-19;2013-07-19;2013-07-21;brown;short;medium;;;;;yes;yes;;
1595;7.08;male;Unknown Mix;2013-06-15;2013-06-15;2013-07-26;black and brown;short;large;yes;;;;;;;
1596;7.33;male;German Shepherd Dog Mix;2013-07-10;2013-08-20;2013-08-01;sable;medium;large;;yes;yes;yes;yes;yes;;both flat and garden
1597;11.58;female;Unknown Mix;2010-05-20;2010-05-20;2013-07-08;tricolor;short;medium;yes;;;;;;;both flat and garden
1598;6.67;female;Staffordshire Terrier Mix;2013-05-28;2013-05-28;2013-07-10;black and brown;short;medium;yes;;yes;yes;;;;
1599;6.75;male;Unknown Mix;2013-06-20;2013-06-20;2013-07-11;tricolor;short;medium;no;;yes;yes;;;yes;both flat and garden
1600;8.92;male;Schnauzer Mix;2013-05-18;2013-05-18;2013-07-11;striped;short;small;no;;yes;yes;no;no;no;both flat and garden
1601;9.33;male;Belgian Sheepdog, German Shepherd Dog Mix;2010-09-15;2010-09-15;2013-07-08;tricolor;short;medium;yes;;yes;;yes;yes;;both flat and garden
1602;10.33;male;Bolognese, Havanese, Maltese;2013-07-17;2013-07-17;2013-07-17;brown and white;medium;small;no;;yes;;yes;yes;;flat
1603;7.58;male;Unknown Mix;2013-06-27;2013-06-27;2013-06-28;black;short;medium;;;;;;;;
1604;7.08;female;Unknown Mix;2013-06-02;2013-08-10;2013-07-20;black and brown;short;medium;;yes;yes;yes;yes;yes;;both flat and garden
1605;14.58;male;Unknown Mix;2010-04-20;2010-04-20;2013-07-08;yellow;medium;medium;yes;;yes;;;;;both flat and garden
1606;10.83;male;Unknown Mix;2010-03-10;2010-03-10;2013-07-08;black;short;medium;yes;;;;yes;yes;;garden
1607;6.17;male;Unknown Mix;2013-12-02;2014-01-10;2013-07-09;white;medium;small;no;yes;yes;;;;;both flat and garden
1608;11.92;male;Unknown Mix;2013-07-19;2013-07-19;2013-07-21;black and brown;short;medium;;;;yes;;yes;;
1609;6.17;female;Unknown Mix;2013-12-02;2014-01-14;2013-07-09;yellow-brown;short;medium;no;;;;;;;garden
1610;8.92;male;Unknown Mix;2013-03-28;2013-07-30;2013-07-18;black;short;large;;yes;yes;yes;yes;yes;;both flat and garden
1611;8.92;female;Unknown Mix;2013-03-29;2013-07-30;2013-07-18;black;short;large;;yes;yes;;;;;both flat and garden
1612;7.0;male;Unknown Mix;2013-06-06;2013-08-05;2013-07-20;brown;short;medium;;yes;yes;yes;yes;yes;;both flat and garden
1613;8.92;female;German Shepherd Dog Mix;2013-06-13;2013-08-10;2013-07-20;sable;short;large;;yes;yes;yes;yes;yes;;both flat and garden
1614;6.17;male;Unknown Mix;2013-12-02;2014-01-14;2013-07-09;yellow-brown;short;small;;;yes;;;;;both flat and garden
1615;14.92;male;German Dog;2013-05-09;2013-05-09;2013-07-11;spotty;short;large;yes;yes;yes;;;;;both flat and garden
1616;6.5;male;Unknown Mix;2013-07-11;2013-07-11;2013-07-13;tricolor;short;small;no;no;yes;yes;yes;yes;yes;both flat and garden
1617;12.25;male;Unknown Mix;2013-06-18;2013-06-18;2013-06-23;gray and white;short;large;yes;;yes;;yes;yes;;both flat and garden
1618;6.67;female;Unknown Mix;2013-06-21;2013-06-21;2013-06-21;black and white;short;medium;;;;;yes;yes;;
1619;6.58;female;Unknown Mix;2013-06-22;2013-06-22;2013-06-22;black;short;small;;;;;;;;
1620;7.67;male;Unknown Mix;2013-06-21;2013-06-21;2013-06-21;black;wirehaired;medium;;;;;yes;yes;;
1621;8.75;female;Staffordshire Terrier Mix;2013-06-11;2013-06-11;2013-06-12;brown and white;short;medium;yes;;yes;yes;no;no;yes;both flat and garden
1622;12.92;male;Puli Mix;2013-06-21;2013-06-21;2013-06-21;gray;wirehaired;medium;;;;yes;yes;yes;yes;
1623;6.5;male;Unknown Mix;2013-06-19;2013-06-19;2013-06-19;brown;short;medium;;no;;;;;;
1624;11.42;female;German Shepherd Dog;2013-06-18;2013-06-18;2013-06-28;sable;long;large;;;yes;;;;;
1625;10.92;female;Unknown Mix;2013-03-21;2013-06-25;2013-06-17;brown;long;medium;;yes;yes;yes;yes;yes;;both flat and garden
1626;7.75;female;Unknown Mix;2013-06-27;2013-06-27;2013-06-28;gray and black;wirehaired;medium;;;;;yes;yes;;
1627;6.75;male;Unknown Mix;2013-04-18;2013-07-20;2013-06-21;black and brown;short;medium;;;yes;;yes;yes;;both flat and garden
1628;7.5;female;Unknown Mix;2013-06-22;2013-06-22;2013-06-22;yellow-brown;short;medium;;;;yes;yes;yes;yes;
1629;7.92;female;German Shepherd Dog Mix;2013-06-21;2013-06-21;2013-06-21;black;short;medium;;;;yes;yes;yes;yes;
1630;7.83;male;Unknown Mix;2013-06-21;2013-06-21;2013-06-21;black and brown;short;medium;;;;;yes;yes;;
1631;6.58;female;Unknown Mix;2013-06-16;2013-06-16;2013-06-23;brown;short;small;no;;yes;yes;yes;yes;yes;both flat and garden
1632;7.75;male;Dachshund Mix;2013-06-21;2013-06-21;2013-06-21;brown;short;medium;;;;yes;yes;yes;;
1633;14.42;female;Unknown Mix;2013-06-23;2013-06-23;2013-06-25;black and white;short;large;no;;yes;yes;yes;no;no;garden
1634;8.0;female;Kuvasz Mix;2013-05-31;2013-05-31;2013-06-22;white;medium;large;;;;;;;;
1635;7.42;male;Unknown Mix;2013-06-21;2013-06-21;2013-06-21;black and brown;short;medium;;;;yes;yes;yes;;
1636;7.25;female;Adoptable From:;2013-06-22;2013-06-22;2013-06-25;apricot;short;medium;no;;yes;;yes;yes;;
1637;13.0;male;Unknown Mix;2012-08-07;2012-08-07;2013-06-04;sable;short;medium;yes;;yes;yes;no;yes;;garden
1638;11.5;female;Bull Terrier Mix;2013-04-04;2013-04-04;2013-06-03;white;short;medium;no;;yes;yes;yes;yes;;garden
1639;6.75;male;German Shepherd Dog Mix;2013-05-01;2013-05-01;2013-05-28;brown;short;medium;;;;yes;yes;yes;;
1640;6.75;male;Labrador Retriever Mix;2013-06-05;2013-06-05;2013-06-07;black;short;medium;no;;yes;yes;;;yes;both flat and garden
1641;8.5;male;Unknown Mix;2013-05-20;2013-05-20;2013-05-28;brown;short;medium;no;;yes;yes;yes;yes;;garden
1642;7.0;male;Schnauzer Mix;2013-02-02;2013-02-02;2013-06-03;black;long;large;;;yes;yes;yes;yes;;both flat and garden
1643;12.5;female;Havanese, Puli, Pumi Mix;2013-05-28;2013-05-28;2013-05-29;gray;long;medium;yes;;yes;;yes;yes;no;both flat and garden
1644;6.67;male;Fox Terrier Mix;2013-05-01;2013-05-01;2013-05-28;tricolor;short;medium;;;;yes;yes;yes;yes;
1645;7.33;male;Unknown Mix;2013-04-07;2013-04-07;2013-06-03;black and brown;long;small;no;;;;;;;
1646;7.25;male;Unknown Mix;2012-11-10;2012-11-10;2013-06-03;brown;long;small;no;;yes;yes;;yes;;both flat and garden
1647;9.5;male;Unknown Mix;2013-05-20;2013-05-20;2013-05-28;black;short;large;no;no;yes;;no;no;no;garden
1648;6.83;female;Unknown Mix;2013-04-18;2013-04-18;2013-06-03;black and brown;medium;large;;;yes;yes;yes;yes;;both flat and garden
1649;8.0;male;Unknown Mix;2012-06-13;2012-06-13;2013-06-03;brown;medium;large;yes;no;yes;yes;yes;yes;;garden
1650;7.92;male;Unknown Mix;2013-05-01;2013-05-01;2013-05-28;black;short;medium;;;;;;;;
1651;7.17;male;Greyhound Mix;2013-05-24;2013-05-24;2013-05-27;yellow-brown;short;medium;yes;yes;yes;yes;yes;yes;;both flat and garden
1652;8.0;male;Unknown Mix;2012-11-10;2012-11-10;2013-05-28;brown;short;large;no;;yes;yes;;yes;;garden
1653;7.0;male;Unknown Mix;2013-04-26;2013-04-26;2013-06-03;black and brown;medium;medium;;;yes;yes;yes;yes;;garden
1654;6.75;female;German Shepherd Dog Mix;2013-05-01;2013-05-01;2013-05-28;black and brown;short;medium;;;;yes;yes;yes;yes;
1655;9.33;male;Staffordshire Terrier Mix;2013-05-30;2013-05-30;2013-05-31;spotty;short;medium;no;;yes;yes;yes;yes;;both flat and garden
1656;18.5;male;Unknown Mix;2012-06-01;2012-06-01;2013-05-28;gray and white;medium;large;no;no;yes;yes;yes;yes;;both flat and garden
1657;7.0;male;Unknown Mix;2013-05-09;2013-05-09;2013-05-13;black;short;medium;;;;;yes;yes;;
1658;8.5;male;Puli Mix;2013-04-18;2013-04-18;2013-04-18;black;long;medium;;;;;;;;
1659;11.67;male;Dogo Argentino;2013-04-28;2013-04-28;2013-05-25;white;short;medium;;;yes;yes;no;no;no;both flat and garden
1660;8.58;male;Unknown Mix;2013-04-17;2013-04-17;2013-04-28;red;medium;medium;;yes;yes;yes;yes;yes;;both flat and garden
1661;7.75;male;Unknown Mix;2013-04-18;2013-04-18;2013-04-18;white;short;medium;;;;;yes;yes;;
1662;14.92;male;Fox Terrier Mix;2013-04-01;2013-05-10;2013-04-23;spotty;short;medium;;yes;yes;yes;yes;yes;;both flat and garden
1663;17.25;male;Unknown Mix;2013-05-18;2013-05-18;2013-05-19;black and white;short;medium;yes;;yes;;no;yes;no;both flat and garden
1664;7.92;female;Unknown Mix;2013-02-02;2013-02-02;2013-04-19;tricolor;short;small;yes;;yes;yes;yes;yes;;both flat and garden
1665;8.58;male;Beagle;2013-05-11;2013-05-11;2013-05-12;tricolor;short;medium;no;;;;;;;
1666;7.92;male;Unknown Mix;2013-04-25;2013-04-25;2013-04-29;black;medium;medium;;;;;yes;yes;;
1667;11.58;male;Spitz;2013-04-08;2013-04-08;2013-04-22;white;long;small;no;yes;yes;;;;;flat
1668;7.92;male;Unknown Mix;2013-05-09;2013-05-09;2013-05-13;black;short;medium;;;;;;;;
1669;7.58;female;Unknown Mix;2013-04-25;2013-04-25;2013-04-29;yellow-brown;medium;medium;;;;;yes;yes;;
1670;7.17;male;Greyhound Mix;2013-05-24;2013-05-24;2013-05-27;yellow-brown;short;medium;yes;no;yes;yes;yes;yes;;both flat and garden
1671;8.08;male;Pumi Mix;2013-04-25;2013-04-25;2013-04-29;gray;medium;medium;no;;yes;yes;yes;yes;;garden
1672;12.42;female;Unknown Mix;2013-04-09;2013-04-09;2013-05-07;yellow-brown;short;medium;;;yes;;yes;yes;yes;both flat and garden
1673;7.08;male;Unknown Mix;2013-02-13;2013-05-15;2013-04-29;brown;medium;medium;;yes;yes;;yes;yes;;both flat and garden
1674;8.92;female;German Shepherd Dog Mix;2012-12-04;2013-05-01;2013-04-21;saddle back;short;medium;yes;yes;yes;yes;yes;yes;;both flat and garden
1675;14.67;female;Unknown Mix;2013-04-08;2013-04-08;2013-05-07;black and white;short;small;yes;yes;yes;;;;;flat
1676;6.92;female;Unknown Mix;2013-05-11;2013-05-11;2013-05-23;brown;medium;small;;no;no;;yes;yes;;both flat and garden
1677;8.75;male;Unknown Mix;2013-01-01;2013-01-01;2013-03-29;yellow-brown;short;medium;;;;;;;;
1678;9.92;female;Cocker Spaniel;2013-03-01;2013-03-01;2013-03-31;black and brown;medium;medium;;;;;yes;yes;;
1679;13.92;female;Unknown Mix;2013-04-10;2013-04-10;2013-04-10;sable;short;medium;;;;;;;;
1680;7.5;female;Dachshund Mix;2013-04-05;2013-04-05;2013-04-06;brown;short;medium;;;;;;;;
1681;9.0;female;Unknown Mix;2013-01-26;2013-01-26;2013-04-06;brown and white;short;medium;;;yes;;yes;;yes;both flat and garden
1682;7.83;female;Terrier Mix;2013-04-15;2013-04-15;2013-04-16;gray and black;medium;medium;;;;yes;yes;yes;;
1683;7.75;female;Unknown Mix;2013-04-03;2013-04-03;2013-04-05;black;medium;medium;;;;;;;;
1684;8.92;male;Pekingese Mix;2013-04-11;2013-04-11;2013-04-18;brown;short;small;;;;;yes;yes;;
1685;15.92;female;Beagle;2013-04-05;2013-04-05;2013-04-07;tricolor;short;medium;;;;;yes;yes;;
1686;7.92;female;Unknown Mix;2013-04-15;2013-04-15;2013-04-16;black;short;medium;;;;yes;yes;yes;;
1687;12.58;male;Dachshund Mix;2013-04-16;2013-04-16;2013-04-17;black and brown;wirehaired;medium;;;yes;;;;;garden
1688;7.67;female;Dachshund Mix;2013-04-15;2013-04-15;2013-04-16;black;short;medium;;;;yes;;;yes;
1689;7.92;female;Unknown Mix;2013-03-26;2013-03-26;2013-03-27;sable;short;medium;;;;;;;;
1690;9.83;male;Puli Mix;2013-04-18;2013-04-18;2013-04-18;black;long;medium;;;;;yes;yes;;
1691;8.08;female;Kuvasz, Labrador Retriever Mix;2013-04-02;2013-04-02;2013-04-02;brown and white;short;large;no;;yes;yes;yes;yes;;both flat and garden
1692;9.92;male;Unknown Mix;2013-04-15;2013-04-15;2013-04-16;spotty;short;medium;;;;;;;;
1693;15.67;male;Unknown Mix;2013-03-15;2013-03-15;2013-04-05;black and brown;short;medium;;;yes;;;;;both flat and garden
1694;7.33;female;Unknown Mix;2013-02-20;2013-04-10;2013-03-22;black and brown;wirehaired;medium;;yes;yes;yes;yes;yes;;both flat and garden
1695;7.75;male;Unknown Mix;2013-03-26;2013-03-26;2013-03-27;black;wirehaired;small;;;;;;;;
1696;10.0;male;Unknown Mix;2013-02-15;2013-02-15;2013-04-09;red;short;medium;yes;;yes;;no;yes;;garden
1697;10.75;male;Tibetan Terrier;2012-12-17;2013-03-01;2013-03-12;black;long;medium;;yes;yes;yes;yes;yes;;both flat and garden
1698;8.17;female;Unknown Mix;2013-03-01;2013-03-01;2013-03-14;black and brown;short;large;yes;;yes;yes;;;;
1699;8.92;male;Beagle, Chihuahua Mix;2013-03-18;2013-03-18;2013-03-18;black and white;short;small;no;yes;yes;yes;;yes;;both flat and garden
1700;7.75;male;Unknown Mix;2013-03-01;2013-03-14;2013-03-14;black;short;small;;;yes;no;no;no;;both flat and garden
1701;12.67;female;Dachshund Mix;2013-03-05;2013-03-05;2013-03-19;red;short;small;;;;;;;;
1702;7.33;female;Unknown Mix;2013-02-20;2013-04-10;2013-03-22;black and brown;wirehaired;medium;;yes;yes;yes;yes;yes;;both flat and garden
1703;7.0;female;Unknown Mix;2013-02-20;2013-04-20;2013-03-08;brown;short;medium;;;yes;yes;yes;yes;;both flat and garden
1704;8.08;female;Unknown Mix;2011-11-12;2011-11-12;2013-03-12;black;medium;medium;yes;;yes;yes;yes;yes;;both flat and garden
1705;10.92;female;Dachshund Mix;2013-02-26;2013-03-31;2013-03-19;red;long;small;;yes;yes;;yes;yes;;both flat and garden
1706;7.25;male;Terrier Mix;2013-03-01;2013-03-01;2013-03-03;black and tan;short;medium;;;yes;;yes;yes;;both flat and garden
1707;10.75;male;Unknown Mix;2013-02-10;2013-02-28;2013-03-11;black;long;medium;;;yes;;yes;yes;;
1708;16.75;male;Pekingese;2013-02-15;2013-02-15;2013-03-13;red;long;small;;;yes;;yes;;;
1709;7.25;male;Unknown Mix;2013-03-01;2013-03-01;2013-03-03;yellow-brown;medium;medium;;;;;;;;
1710;7.33;female;Unknown Mix;2013-02-07;2013-03-31;2013-03-21;sable;wirehaired;medium;;yes;yes;yes;yes;yes;;both flat and garden
1711;8.17;male;Unknown Mix;2013-02-08;2013-03-05;2013-03-05;gray;short;medium;yes;yes;yes;;;yes;;both flat and garden
1712;8.75;male;Unknown Mix;2012-01-01;2013-01-14;2013-03-13;brown and white;short;medium;;;yes;yes;yes;yes;;
1713;7.67;female;Dachshund Mix;2013-03-05;2013-03-05;2013-03-05;red;short;small;;;;;;;;
1714;13.75;male;Unknown Mix;2013-02-14;2013-02-14;2013-03-11;yellow-brown;short;small;;;yes;yes;;;;
1715;10.75;male;Unknown Mix;2013-02-10;2013-02-28;2013-03-11;black and tan;medium;medium;;;yes;;yes;yes;;
1716;12.92;male;Puli;2013-03-05;2013-03-05;2013-03-05;black;long;medium;;;;;;yes;;
1717;7.92;male;Dachshund Mix;2013-02-25;2013-02-25;2013-02-27;yellow;short;medium;;;;;;yes;;
1718;8.25;female;Unknown Mix;2013-01-01;2013-01-01;2013-02-20;spotty;short;medium;;;;;;;;
1719;8.17;female;Staffordshire Terrier Mix;2013-02-20;2013-02-20;2013-02-21;black and white;short;medium;;;;;;;;
1720;14.75;male;Unknown Mix;2013-01-02;2013-01-02;2013-02-28;brown;medium;large;;;;;;;;
1721;7.92;female;Unknown Mix;2013-02-21;2013-02-21;2013-02-21;brown;short;medium;;;yes;yes;yes;yes;;
1722;7.0;male;Unknown Mix;2013-01-01;2013-01-01;2013-02-20;apricot;short;medium;yes;;;;no;;no;garden
1723;7.42;male;Unknown Mix;2013-01-01;2013-01-01;2013-02-20;black;medium;small;;yes;;;;;;both flat and garden
1724;18.75;male;Unknown Mix;2012-12-15;2012-12-15;2013-02-28;black and white;short;large;no;;yes;;;;;garden
1725;9.75;male;Chinese Shar-Pei;2012-11-27;2012-11-27;2013-02-28;yellow-brown;short;medium;;;yes;;;;;
1726;7.75;female;Caucasian Ovtcharka Mix;2012-12-29;2012-12-29;2013-02-23;apricot;medium;medium;;yes;yes;;yes;;;both flat and garden
1727;8.25;female;Unknown Mix;2013-01-01;2013-01-01;2013-02-20;black and white;medium;medium;;;;;;;;
1728;8.25;male;Unknown Mix;2013-02-20;2013-02-20;2013-02-21;black and brown;short;medium;;;;;yes;yes;;
1729;7.92;male;Staffordshire Terrier Mix;2013-02-20;2013-02-20;2013-02-21;yellow-brown;short;medium;;;;;yes;yes;;
1730;9.25;male;Dachshund, Spaniel Mix;2013-02-25;2013-02-25;2013-02-27;black;short;medium;;;;;yes;yes;;
1731;10.92;female;Unknown Mix;2013-02-26;2013-02-26;2013-02-27;striped;short;medium;;;;;yes;yes;;
1732;12.58;female;Unknown Mix;2012-07-01;2012-07-01;2013-03-01;brown;short;medium;yes;;yes;;yes;no;;garden
1733;7.08;female;Unknown Mix;2013-02-20;2013-02-20;2013-02-21;yellow-brown;wirehaired;medium;;;;;;;;
1734;7.08;male;Unknown Mix;2013-01-01;2013-01-01;2013-02-20;black;medium;medium;;;;;;;;
1735;7.67;male;Unknown Mix;2013-01-01;2013-01-01;2013-02-20;apricot;short;medium;yes;;;;;;;
1736;7.75;male;Unknown Mix;2013-02-01;2013-02-01;2013-02-25;red;short;medium;;;;;;;;
1737;7.08;male;Unknown Mix;2013-01-01;2013-01-01;2013-02-20;black;medium;medium;;;;;;;;
1738;9.83;female;German Shepherd Dog Mix;2013-01-10;2013-01-10;2013-02-10;sable;short;large;;;;;;;;
1739;12.5;female;Unknown Mix;2013-01-23;2013-01-23;2013-02-05;black;short;medium;yes;;;;yes;yes;;both flat and garden
1740;10.67;male;Fox Terrier;2012-07-03;2013-02-12;2013-02-12;brown and white;short;small;no;;yes;yes;;yes;;both flat and garden
1741;7.0;female;Unknown Mix;2013-01-01;2013-01-01;2013-02-20;white;medium;medium;;;;;;;;
1742;7.42;male;Staffordshire Terrier Mix;2013-01-22;2013-03-04;2013-02-01;yellow-brown;short;medium;;yes;yes;yes;yes;yes;;both flat and garden
1743;7.25;male;Unknown Mix;2013-01-23;2013-01-23;2013-02-05;yellow;short;medium;yes;;;;yes;yes;;both flat and garden
1744;7.25;male;Unknown Mix;2013-01-23;2013-01-23;2013-02-05;black;short;medium;;;;;yes;yes;;both flat and garden
1745;7.42;male;Unknown Mix;2013-01-01;2013-01-01;2013-02-20;black and white;short;medium;;;;;;;;
1746;7.75;female;Unknown Mix;2013-01-01;2013-01-01;2013-02-20;spotty;short;medium;yes;;;;;;;
1747;10.75;male;Unknown Mix;2013-01-01;2013-01-01;2013-02-20;apricot;short;medium;;;;;no;;;
1748;15.92;male;Great Dane Mix;2013-01-29;2013-03-10;2013-02-18;brown;short;medium;;yes;yes;yes;yes;yes;;both flat and garden
1749;7.75;female;Unknown Mix;2013-01-01;2013-01-01;2013-02-20;spotty;short;medium;yes;;;;;;;
1750;9.42;female;Pekingese;2013-02-09;2013-02-09;2013-02-13;brown and white;medium;small;no;;yes;yes;;;;both flat and garden
1751;9.25;male;Unknown Mix;2010-11-01;2010-11-01;2013-02-16;apricot;short;medium;;;yes;yes;;yes;;garden
1752;12.92;female;Unknown Mix;2013-02-02;2013-02-02;2013-02-03;spotty;medium;medium;;;;;yes;;;
1753;7.08;female;Unknown Mix;2013-01-01;2013-01-01;2013-02-20;black and white;short;medium;;;;;;;;
1754;10.08;male;Fox Terrier Mix;2012-07-23;2013-03-20;2013-02-11;tricolor;wirehaired;small;no;;yes;yes;;;;both flat and garden
1755;7.58;male;Unknown Mix;2012-08-20;2012-08-20;2013-02-12;brown and white;long;medium;no;;yes;yes;;yes;;both flat and garden
1756;11.67;female;German Pointer Mix;2013-02-20;2013-02-20;2013-02-20;black and white;wirehaired;medium;;;yes;yes;yes;yes;yes;garden
1757;11.5;male;Unknown Mix;2009-06-09;2013-01-23;2013-01-23;black;long;large;yes;;yes;yes;yes;yes;;garden
1758;8.17;male;Unknown Mix;2012-10-20;2013-01-30;2013-01-21;black and brown;medium;medium;;yes;yes;yes;yes;yes;;both flat and garden
1759;8.92;male;Labrador Retriever Mix;2012-11-30;2013-01-30;2013-01-20;black;short;medium;;yes;yes;yes;yes;yes;;both flat and garden
1760;16.92;male;German Shepherd Dog Mix;2012-12-06;2013-02-10;2013-01-21;saddle back;medium;medium;;yes;yes;yes;;;;both flat and garden
1761;16.92;male;German Shepherd Dog Mix;2012-12-27;2013-02-10;2013-01-21;sable;medium;large;;yes;yes;yes;;;;both flat and garden
1762;7.33;female;Unknown Mix;2012-09-28;2013-01-30;2013-01-21;brown;short;medium;;;yes;yes;yes;yes;;both flat and garden
1763;10.25;female;Unknown Mix;2010-05-04;2013-01-23;2013-01-23;black and white;short;large;yes;;yes;yes;yes;;;garden
1764;9.0;male;Unknown Mix;2013-01-22;2013-02-20;2013-02-01;red;medium;medium;;yes;yes;yes;yes;yes;;both flat and garden
1765;11.42;male;Pekingese Mix;2012-11-10;2012-11-10;2013-02-01;black and brown;medium;small;no;;yes;yes;yes;yes;;both flat and garden
1766;7.33;female;Unknown Mix;2012-09-28;2013-01-30;2013-01-21;brown;short;medium;;;yes;yes;yes;yes;;both flat and garden
1767;16.92;male;Dachshund Mix;2013-01-09;2013-02-10;2013-01-22;red;short;small;;yes;yes;yes;yes;yes;;both flat and garden
1768;16.92;male;Siberian Husky Mix;2013-01-03;2013-02-15;2013-01-22;gray and white;medium;large;;yes;yes;yes;yes;yes;;both flat and garden
1769;7.92;female;Dachshund Mix;2013-01-25;2013-01-25;2013-01-28;yellow-brown;short;medium;;;;;yes;yes;;
1770;13.92;male;Akita, German Shepherd Dog Mix;2012-12-06;2013-02-10;2013-01-20;yellow-brown;short;large;;yes;yes;yes;yes;yes;;both flat and garden
1771;10.42;female;Unknown Mix;2009-10-25;2013-01-23;2013-01-23;yellow-brown;medium;medium;yes;;yes;yes;yes;;;garden
